,Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
818,Will Vest,29,46,Maj-AL,Detroit,69,0,3.0,4.0,2.0,70.1,61,23,22,18,63,3,3,2.82,261,9,1,2,6,6,3,2,0,289,1162,0.67,0.17,0.1,0.48,0.27,0.03,1.123,0.289,8.1,3.5,676684
819,Thyago Vieira,31,122,"Maj-AL,Maj-NL","Arizona,Baltimore,Milwaukee",28,0,,1.0,1.0,38.0,37,23,22,26,39,8,2,5.21,147,6,1,1,1,2,2,0,2,177,737,0.62,0.18,0.1,0.39,0.25,0.07,1.658,0.284,9.2,1.5,600986
820,Eli Villalobos,27,186,Maj-NL,Miami,3,0,,,,4.1,3,1,1,2,3,1,0,2.08,16,1,0,0,0,0,1,0,0,18,71,0.55,0.14,0.08,0.23,0.38,0.08,1.154,0.167,6.2,1.5,681871
821,Darius Vines,26,106,Maj-NL,Atlanta,4,2,,1.0,,13.2,21,14,13,4,9,4,1,8.56,59,4,0,0,1,2,2,1,1,66,257,0.64,0.14,0.11,0.4,0.19,0.12,1.829,0.354,5.9,2.25,670241
822,Victor Vodnik,24,44,Maj-NL,Colorado,64,0,5.0,4.0,9.0,73.2,72,37,35,37,65,7,1,4.28,280,6,4,1,10,1,3,0,1,320,1348,0.6,0.16,0.09,0.54,0.24,0.02,1.48,0.311,7.9,1.76,680767
823,Austin Voth,32,45,Maj-AL,Seattle,68,0,2.0,5.0,,61.0,46,31,25,18,61,9,3,3.69,226,8,1,0,2,0,5,0,0,248,974,0.64,0.15,0.14,0.37,0.27,0.07,1.049,0.237,9.0,3.39,608723
824,Michael Wacha,32,47,Maj-AL,Kansas City,29,29,13.0,8.0,,166.2,154,65,62,45,145,17,5,3.35,625,29,4,1,17,4,4,2,0,685,2603,0.64,0.16,0.1,0.4,0.24,0.1,1.194,0.293,7.8,3.22,608379
825,Jacob Waguespack,30,214,Maj-AL,Tampa Bay,4,1,,,,10.0,13,7,6,10,11,1,0,5.4,41,2,0,0,1,0,3,0,0,51,221,0.59,0.19,0.14,0.47,0.3,0.03,2.3,0.414,9.9,1.1,621097
826,Hurston Waldrep,22,149,Maj-NL,Atlanta,2,2,,1.0,,7.0,9,13,13,8,3,3,1,16.71,27,1,0,0,2,0,0,2,0,36,133,0.6,0.2,0.08,0.46,0.17,0.13,2.429,0.286,3.9,0.38,694462
827,Matt Waldron,27,44,Maj-NL,San Diego,27,26,7.0,11.0,,146.2,145,84,80,40,133,21,11,4.91,568,32,2,0,10,3,16,2,1,625,2450,0.64,0.19,0.09,0.39,0.23,0.1,1.261,0.297,8.2,3.33,663362
828,Josh Walker,29,164,Maj-NL,New York,10,0,,,,12.1,13,7,7,6,11,1,0,5.11,47,2,1,0,1,2,1,0,0,55,211,0.64,0.17,0.1,0.47,0.24,0.05,1.541,0.324,8.0,1.83,677020
829,Ryan Walker,28,45,Maj-NL,San Francisco,76,1,10.0,4.0,10.0,80.0,50,19,17,18,99,5,9,1.91,279,7,1,1,7,1,8,2,1,308,1221,0.67,0.21,0.12,0.46,0.24,0.07,0.85,0.256,11.1,5.5,676254
830,Taijuan Walker,31,49,Maj-NL,Philadelphia,19,15,3.0,7.0,,83.2,107,68,66,37,58,24,3,7.1,338,20,0,0,10,3,6,4,3,381,1435,0.62,0.18,0.07,0.37,0.28,0.07,1.721,0.321,6.2,1.57,592836
831,Matt Wallner,26,106,Maj-AL,Minnesota,1,0,,,,1.1,2,0,0,0,0,0,0,0.0,6,1,0,0,0,0,0,0,0,6,21,0.62,0.24,0.0,0.0,0.67,0.0,1.5,0.333,0.0,,670242
833,Blake Walston,23,49,Maj-NL,Arizona,7,2,1.0,,,18.1,16,12,9,10,18,4,3,4.42,70,2,0,0,2,0,0,0,0,83,343,0.61,0.16,0.08,0.35,0.25,0.12,1.418,0.25,8.8,1.8,686796
834,Andrew Walters,23,45,Maj-AL,Cleveland,9,1,1.0,,,8.2,1,1,0,5,6,0,0,0.0,26,1,0,0,0,1,1,0,0,32,132,0.64,0.1,0.16,0.24,0.33,0.19,0.692,0.048,6.2,1.2,689958
835,Donovan Walton,30,59,Maj-NL,San Francisco,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,5,0,0,0,0,0,0,0,0,5,13,0.54,0.08,0.08,0.2,0.0,0.2,2.0,0.4,0.0,,622268
836,Andrew Wantz,28,135,Maj-AL,Los Angeles,1,0,,,,1.1,1,1,1,1,3,1,0,6.75,5,0,0,0,0,0,0,0,0,6,35,0.6,0.09,0.14,0.0,0.0,0.0,1.5,0.0,20.3,3.0,681806
837,Austin Warren,28,46,Maj-NL,San Francisco,6,0,,,,10.2,9,2,2,5,7,1,0,1.69,37,1,0,0,2,0,0,0,0,42,173,0.65,0.17,0.08,0.53,0.2,0.03,1.313,0.276,5.9,1.4,681810
838,Will Warren,25,45,Maj-AL,New York,6,5,,3.0,,22.2,33,27,26,10,29,5,1,10.32,97,11,0,0,0,1,1,2,0,110,458,0.61,0.19,0.1,0.38,0.3,0.03,1.897,0.438,11.5,2.9,701542
839,Ryan Weathers,24,44,Maj-NL,Miami,16,16,5.0,6.0,,86.2,78,39,35,24,80,11,9,3.63,331,18,0,1,5,2,5,2,0,367,1413,0.63,0.16,0.11,0.48,0.23,0.07,1.177,0.277,8.3,3.33,677960
840,Luke Weaver,30,44,Maj-AL,New York,62,0,7.0,3.0,4.0,84.0,52,28,27,26,103,10,4,2.89,296,9,4,0,3,4,1,2,2,331,1374,0.64,0.15,0.15,0.37,0.22,0.08,0.929,0.225,11.0,3.96,596133
841,Jacob Webb,30,44,Maj-AL,Baltimore,60,0,2.0,5.0,2.0,56.2,40,23,19,27,58,4,1,3.02,208,11,0,1,0,1,4,2,0,237,934,0.65,0.15,0.12,0.34,0.24,0.1,1.182,0.245,9.2,2.15,657097
842,Logan Webb,27,49,Maj-NL,San Francisco,33,33,13.0,10.0,,204.2,202,83,79,50,172,11,2,3.47,783,35,4,3,25,5,21,5,3,841,3202,0.66,0.2,0.09,0.57,0.23,0.02,1.231,0.316,7.6,3.44,657277
843,Jordan Weems,31,93,Maj-NL,Washington,41,0,1.0,1.0,,41.2,49,35,31,24,35,7,2,6.7,170,8,2,0,3,0,6,1,1,196,734,0.63,0.14,0.08,0.41,0.21,0.09,1.752,0.328,7.6,1.46,607179
844,Greg Weissert,29,45,Maj-AL,Boston,62,0,4.0,2.0,1.0,63.1,65,32,22,20,58,7,0,3.13,237,9,0,4,6,5,5,4,1,263,1029,0.67,0.19,0.09,0.41,0.25,0.06,1.342,0.328,8.2,2.9,669711
845,Tyler Wells,29,214,Maj-AL,Baltimore,3,3,,2.0,,15.1,18,11,10,3,13,3,0,5.87,64,4,1,0,0,0,1,0,0,67,259,0.66,0.14,0.12,0.37,0.22,0.12,1.37,0.313,7.6,4.33,669330
846,Joey Wentz,26,44,"Maj-AL,Maj-NL","Detroit,Pittsburgh",46,1,1.0,2.0,1.0,67.1,66,37,35,33,73,8,4,4.68,262,9,0,1,2,4,14,2,2,304,1226,0.62,0.15,0.13,0.42,0.24,0.09,1.47,0.314,9.8,2.21,666214
847,Hayden Wesneski,26,44,Maj-NL,Chicago,28,7,3.0,6.0,,67.2,56,37,29,21,67,12,2,3.86,260,10,0,0,3,0,3,0,0,283,1076,0.64,0.19,0.11,0.44,0.21,0.08,1.138,0.243,8.9,3.19,669713
848,Zack Wheeler,34,45,Maj-NL,Philadelphia,32,32,16.0,7.0,,200.0,139,62,57,52,224,20,8,2.57,723,28,5,0,13,3,8,3,1,787,3135,0.66,0.14,0.13,0.43,0.21,0.1,0.955,0.247,10.1,4.31,554430
849,Mitch White,29,167,"Maj-AL,Maj-NL","Milwaukee,San Francisco,Toronto",13,0,1.0,1.0,,23.2,26,21,19,13,13,4,1,7.23,92,4,2,2,2,2,2,0,0,110,413,0.66,0.15,0.07,0.43,0.24,0.02,1.648,0.286,4.9,1.0,669952
850,Owen White,24,62,Maj-AL,Texas,3,0,,,,3.0,9,8,8,1,0,1,0,24.0,17,3,0,0,1,0,1,0,0,18,69,0.68,0.17,0.01,0.41,0.41,0.0,3.333,0.5,0.0,0.0,669391
851,Forrest Whitley,26,69,Maj-AL,Houston,3,0,,,,3.1,5,2,0,3,5,0,1,0.0,16,1,0,0,0,0,2,0,1,20,94,0.59,0.17,0.07,0.45,0.36,0.09,2.4,0.455,13.5,1.67,666215
852,Garrett Whitlock,28,210,Maj-AL,Boston,4,4,1.0,,,18.1,14,4,4,7,17,1,1,1.96,66,4,0,0,1,0,2,1,0,75,321,0.64,0.18,0.07,0.44,0.28,0.06,1.146,0.271,8.3,2.43,676477
853,Jordan Wicks,24,56,Maj-NL,Chicago,11,10,2.0,4.0,,46.0,55,31,28,20,42,9,2,5.48,189,10,1,0,4,0,5,1,1,212,852,0.63,0.12,0.11,0.41,0.24,0.04,1.63,0.333,8.2,2.1,696136
854,Devin Williams,29,45,Maj-NL,Milwaukee,22,0,1.0,,14.0,21.2,10,3,3,11,38,1,2,1.25,75,4,0,1,0,0,1,0,0,88,391,0.62,0.15,0.18,0.43,0.16,0.05,0.969,0.25,15.8,3.45,642207
855,Gavin Williams,24,51,Maj-AL,Cleveland,16,16,3.0,10.0,,76.0,72,42,41,32,79,7,3,4.86,293,17,3,0,4,3,4,0,2,332,1368,0.64,0.15,0.1,0.41,0.26,0.07,1.368,0.31,9.4,2.47,668909
856,Luke Williams,27,96,Maj-NL,Atlanta,3,0,,,,4.0,5,2,2,1,0,0,1,4.5,17,0,0,0,0,0,0,0,0,19,59,0.64,0.14,0.05,0.29,0.35,0.06,1.5,0.294,0.0,0.0,663897
857,Trevor Williams,32,46,Maj-NL,Washington,13,13,6.0,1.0,,66.2,51,17,15,18,59,3,0,2.03,238,8,1,0,5,4,1,1,1,260,1064,0.63,0.16,0.1,0.45,0.22,0.05,1.035,0.267,8.0,3.28,592866
859,Brandon Williamson,26,56,Maj-NL,Cincinnati,4,3,,,,14.1,10,7,6,5,12,4,2,3.77,51,1,0,0,2,1,1,0,0,59,252,0.61,0.19,0.07,0.33,0.3,0.08,1.047,0.167,7.5,2.4,682227
860,Amos Willingham,25,121,Maj-NL,Washington,1,0,,,,1.0,2,2,2,0,1,1,0,18.0,5,0,0,0,0,0,1,0,0,5,20,0.65,0.1,0.05,0.25,0.25,0.0,2.0,0.333,9.0,,686294
861,Bryse Wilson,26,72,Maj-NL,Milwaukee,34,9,5.0,4.0,,104.2,102,49,47,31,82,20,4,4.04,405,9,2,0,6,1,7,3,0,442,1643,0.65,0.17,0.09,0.38,0.25,0.09,1.271,0.27,7.1,2.65,669060
862,Justin Wilson,36,45,Maj-NL,Cincinnati,60,0,1.0,5.0,2.0,46.2,55,30,29,13,51,10,2,5.59,192,10,0,1,1,2,4,2,4,209,816,0.68,0.13,0.12,0.39,0.21,0.11,1.457,0.338,9.8,3.92,458677
863,Steven Wilson,29,90,Maj-AL,Chicago,40,0,1.0,6.0,,34.2,29,29,22,26,34,8,3,5.71,128,7,0,6,0,3,3,1,0,163,623,0.61,0.15,0.1,0.26,0.23,0.14,1.587,0.236,8.8,1.31,621051
864,Weston Wilson,29,76,Maj-NL,Philadelphia,1,0,,,,1.0,1,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,4,8,0.63,0.13,0.0,0.5,0.0,0.0,1.0,0.25,0.0,,642215
865,Allan Winans,28,111,Maj-NL,Atlanta,2,2,,2.0,,7.2,14,14,13,4,4,3,0,15.26,37,5,1,0,1,0,1,0,0,41,147,0.66,0.14,0.14,0.52,0.27,0.03,2.348,0.367,4.7,1.0,642216
866,Josh Winckowski,26,44,Maj-AL,Boston,39,6,4.0,2.0,2.0,75.0,81,44,35,26,60,10,4,4.2,295,15,0,3,5,4,4,0,0,333,1231,0.64,0.17,0.09,0.52,0.24,0.05,1.427,0.31,7.2,2.31,670174
867,Josh Winder,27,91,Maj-AL,Minnesota,4,0,,,,9.0,7,4,3,1,10,0,2,3.0,33,1,0,0,0,2,0,0,0,38,141,0.62,0.14,0.15,0.4,0.16,0.08,0.889,0.28,10.0,10.0,680739
868,Trey Wingenter,30,51,"Maj-AL,Maj-NL","Boston,Chicago",7,0,,,,8.1,13,9,9,4,6,2,0,9.72,37,1,0,0,0,0,1,0,0,42,179,0.61,0.12,0.14,0.56,0.22,0.06,2.04,0.379,6.5,1.5,622259
869,Cole Winn,24,148,Maj-AL,Texas,13,0,,1.0,,17.1,18,15,15,4,14,2,3,7.79,69,3,0,0,0,1,2,0,0,77,286,0.68,0.16,0.12,0.38,0.3,0.04,1.269,0.296,7.3,3.5,668390
870,Keaton Winn,26,145,Maj-NL,San Francisco,12,12,3.0,8.0,,55.1,56,44,44,20,48,9,4,7.16,209,10,5,0,5,4,7,3,1,238,877,0.67,0.14,0.12,0.51,0.25,0.02,1.374,0.301,7.8,2.4,676775
871,Patrick Wisdom,32,199,Maj-NL,Chicago,1,0,,,,0.1,1,0,0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,3,13,0.54,0.08,0.0,1.0,0.0,0.0,6.0,0.5,0.0,0.0,621550
872,Bryan Woo,24,46,Maj-AL,Seattle,22,22,9.0,3.0,,121.1,96,41,39,13,101,14,3,2.89,454,15,0,0,6,2,4,0,0,472,1715,0.71,0.18,0.11,0.42,0.23,0.07,0.898,0.241,7.5,7.77,693433
873,Alex Wood,33,184,Maj-AL,Oakland,9,9,1.0,3.0,,39.1,51,27,23,19,33,6,5,5.26,158,13,0,1,4,2,3,3,1,186,756,0.62,0.19,0.08,0.38,0.31,0.06,1.78,0.372,7.6,1.74,622072
874,Jake Woodford,27,55,"Maj-AL,Maj-NL","Chicago,Pittsburgh",9,7,,6.0,,35.0,48,37,31,9,26,6,3,7.97,153,13,1,0,1,2,3,0,0,167,618,0.62,0.18,0.06,0.37,0.29,0.05,1.629,0.342,6.7,2.89,663765
875,Simeon Woods Richardson,23,48,Maj-AL,Minnesota,28,28,5.0,5.0,,133.2,125,63,62,48,117,16,3,4.17,509,21,1,0,4,7,11,2,3,569,2295,0.65,0.16,0.1,0.36,0.24,0.09,1.294,0.285,7.9,2.44,680573
876,Justin Wrobleski,23,45,Maj-NL,Los Angeles,8,6,1.0,2.0,1.0,36.1,34,24,23,16,26,9,1,5.7,137,9,0,0,3,0,3,2,1,154,592,0.63,0.17,0.09,0.32,0.29,0.1,1.376,0.245,6.4,1.63,680736
877,Yoshinobu Yamamoto,25,45,Maj-NL,Los Angeles,18,18,7.0,2.0,,90.0,78,32,30,22,105,7,1,3.0,340,21,2,0,5,4,3,1,0,368,1469,0.67,0.18,0.12,0.48,0.28,0.04,1.111,0.306,10.5,4.77,808967
878,Ryan Yarbrough,32,44,"Maj-AL,Maj-NL","Los Angeles,Toronto",43,0,5.0,2.0,1.0,95.1,68,36,35,31,61,11,12,3.3,336,9,0,3,5,2,8,7,3,385,1464,0.65,0.18,0.09,0.41,0.23,0.1,1.039,0.214,5.8,1.97,642232
879,Mike Yastrzemski,33,90,Maj-NL,San Francisco,1,0,,,,1.0,2,2,2,3,0,0,0,18.0,5,0,0,0,0,0,0,0,0,8,29,0.28,0.07,0.0,0.6,0.2,0.0,5.0,0.4,0.0,0.0,573262
880,Kirby Yates,37,45,Maj-AL,Texas,61,0,7.0,2.0,33.0,61.2,23,10,8,28,85,3,2,1.17,203,5,0,5,0,3,7,0,1,237,1027,0.64,0.15,0.15,0.45,0.13,0.07,0.827,0.17,12.4,3.04,489446
881,Alex Young,30,46,Maj-NL,"Cincinnati,New York",17,0,,,,15.2,15,5,5,7,15,2,0,2.87,61,3,1,0,2,0,1,0,0,68,268,0.62,0.16,0.14,0.52,0.13,0.09,1.404,0.296,8.6,2.14,622065
882,Danny Young,30,45,Maj-NL,New York,42,0,4.0,1.0,,37.2,29,22,19,18,48,3,7,4.54,138,6,0,1,2,0,2,0,0,165,697,0.6,0.22,0.11,0.53,0.26,0.01,1.248,0.299,11.5,2.67,664849
883,Rob Zastryzny,32,111,Maj-NL,Milwaukee,9,3,1.0,,,7.2,4,1,1,1,5,0,1,1.17,26,1,0,0,0,0,0,1,1,29,119,0.69,0.08,0.15,0.38,0.05,0.19,0.652,0.191,5.9,5.0,642239
884,Ryan Zeferjahn,26,45,Maj-AL,Los Angeles,12,0,,,,17.0,7,4,4,6,18,0,2,2.12,55,1,0,1,2,1,0,0,0,64,212,0.65,0.14,0.14,0.39,0.21,0.11,0.765,0.184,9.5,3.0,666171
885,Angel Zerpa,24,44,Maj-AL,Kansas City,60,0,2.0,,,53.2,59,24,23,19,49,6,2,3.86,216,8,1,2,3,1,1,1,1,239,952,0.63,0.2,0.06,0.59,0.19,0.04,1.453,0.327,8.2,2.58,672582
886,Tyler Zuber,29,107,Maj-AL,Tampa Bay,2,0,,,,3.1,3,1,1,2,4,1,0,2.7,13,0,0,0,0,0,3,0,0,15,75,0.57,0.19,0.05,0.22,0.11,0.22,1.5,0.25,10.8,2.0,676604
887,Yosver Zulueta,26,49,Maj-NL,Cincinnati,12,0,,,,16.1,15,10,9,7,20,2,1,4.96,61,3,0,0,3,0,0,0,0,69,286,0.61,0.22,0.07,0.63,0.17,0.0,1.347,0.333,11.0,2.86,691172
888,Guillo Zu\xc3\xb1iga,25,44,Maj-AL,Los Angeles,15,0,,,2.0,17.2,16,10,10,8,12,5,1,5.09,66,1,1,2,2,1,2,0,0,76,271,0.6,0.15,0.08,0.36,0.27,0.05,1.359,0.22,6.1,1.5,670871
